kode_prov,nama_prov,kode_satker,kode_ddn,nama_daerah,kode_skpd,nama_skpd,kode_unit_skpd,nama_unit_skpd,kode_urusan,nama_urusan,kode_bidang_urusan,nama_bidang_urusan,kode_program,nama_program,indikator_program,target_program,satuan_indikator_program,sasaran,kode_giat,nama_giat,indikator_giat,target_giat,satuan_indikator_giat,kode_sub_giat,nama_sub_giat,indikator_sub_giat,target_sub_giat,satuan_indikator_sub_giat,kode_dana,nama_dana,kode_akun,nama_akun,kode_kelompok,nama_kelompok,kode_jenis,nama_jenis,kode_objek,nama_objek,kode_standar_harga,nama_standar_harga,spesifikasi,satuan,volume,harga_satuan,koefisien,total_rincian,tahun_anggaran,jenis_apbd,kode_rekening,nama_rekening,kode_sub_rincian_objek,nama_sub_rincian_objek,lokasi,sumber_pendanaan,catatan,status
36,Banten,SAT-36-045,36.01,Kota Tangerang,36.01.23,Inspektorat Daerah,36.01.23.05,UPT Wilayah I - Inspektorat Daerah,1,Urusan Wajib Pelayanan Dasar,02,Kesehatan,1.02.03,Program Pembangunan Infrastruktur Dasar,Persentase infrastruktur dalam kondisi baik,90,%,Meningkatnya kualitas infrastruktur dasar,1.02.03.15,Pengawasan dan Pengendalian,Jumlah objek pengawasan,416,Objek,1.02.03.15.06,Penyusunan Laporan Kinerja,Jumlah laporan,184,Dokumen,6,Dana Transfer Khusus,5,Belanja Daerah,5.1,Belanja Operasi,5.1.01,Belanja Pegawai,5.1.01.02,Tunjangan Keluarga,SH.039,Spidol Whiteboard,Spidol non-permanent,Buah,48,22328,1.0,1071744,2024,Murni,1.1.01,Kas di Kas Daerah,05,Swakelola,Kantor Kecamatan,APBD Perubahan,,Disetujui
33,Jawa Tengah,SAT-33-010,33.03,Kota Magelang,33.03.02,Dinas Kesehatan,33.03.02.03,Bidang Pelaksanaan - Dinas Kesehatan,3,Urusan Pilihan,19,Perdagangan,3.03.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,95,Tahun,Meningkatnya derajat kesehatan masyarakat,3.03.10.04,Peningkatan Kapasitas Aparatur,Jumlah aparatur yang ditingkatkan,121,Orang,3.03.10.04.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,131,Eksemplar,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.1,Belanja Operasi,5.1.02,Belanja Barang dan Jasa,5.1.02.02,Belanja Bahan/Material,SH.046,Tisu Meja,Tisu kotak 250 lembar,Kotak,70,15301,2.0,2142140,2025,Murni,1.1.01,Kas di Kas Daerah,01,Pembelian Langsung,Puskesmas,Dana Transfer,Menunggu DAK,Disetujui
33,Jawa Tengah,SAT-33-030,33.04,Kabupaten Magelang,33.04.07,Dinas Lingkungan Hidup,33.04.07.02,Bidang Perencanaan - Dinas Lingkungan Hidup,2,Urusan Wajib Non Pelayanan Dasar,07,Tenaga Kerja,2.01.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,77,%,Menurunnya tingkat kemiskinan,2.01.07.02,Penyediaan Barang dan Jasa Perkantoran,Jumlah barang/jasa tersedia,425,Paket,2.01.07.02.06,Penyusunan Laporan Kinerja,Jumlah laporan,114,Dokumen,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.01,Belanja Pegawai,5.1.01.01,Gaji Pokok PNS,SH.036,Binder Clip,Binder clip kecil,Buah,393,815,1.15,368339,2024,Perubahan,1.1.03,Kas di Bendahara Penerimaan,04,E-Purchasing,Kantor SKPD,Dana Transfer,Lanjutan tahun sebelumnya,Proses Verifikasi
32,Jawa Barat,SAT-32-012,32.02,Kabupaten Bandung,32.02.09,Dinas Pemberdayaan Masyarakat dan Desa,32.02.09.01,Sekretariat - Dinas Pemberdayaan Masyarakat dan Desa,3,Urusan Pilihan,17,Pertanian,3.01.03,Program Pembangunan Infrastruktur Dasar,Persentase infrastruktur dalam kondisi baik,66,%,Meningkatnya kualitas infrastruktur dasar,3.01.03.06,Pelaksanaan Monitoring dan Evaluasi,Jumlah kegiatan monev,112,Kegiatan,3.01.03.06.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,160,Unit,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.2,Belanja Modal,5.2.01,Belanja Modal Tanah,5.2.02.02,Belanja Modal Meubelair,SH.021,Bahan Bangunan Semen,50 kg/sak,Sak,252,66000,0.5,8316000,2022,Murni,5.1.01,Rekening Belanja Pegawai,04,E-Purchasing,Lapangan Umum,Hibah,,Proses Verifikasi
33,Jawa Tengah,SAT-33-038,33.05,Kota Surakarta,33.05.04,Dinas Perumahan dan Kawasan Permukiman,33.05.04.01,Sekretariat - Dinas Perumahan dan Kawasan Permukiman,2,Urusan Wajib Non Pelayanan Dasar,09,Pangan,2.03.03,Program Pembangunan Infrastruktur Dasar,Persentase infrastruktur dalam kondisi baik,77,%,Meningkatnya kualitas infrastruktur dasar,2.03.03.05,Penyusunan Dokumen Perencanaan,Jumlah dokumen,47,Dokumen,2.03.03.05.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,137,Unit,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.044,Kopi Sachet,Kopi sachet kemasan,Sachet,69,2431,1.0,167739,2024,Perubahan,5.2.01,Rekening Belanja Modal,05,Swakelola,Balai Desa,Hibah,Menunggu DAK,Disetujui
51,Bali,SAT-51-049,51.01,Kota Denpasar,51.01.25,Sekretariat DPRD,51.01.25.02,Bidang Perencanaan - Sekretariat DPRD,2,Urusan Wajib Non Pelayanan Dasar,14,Pengendalian Penduduk dan Keluarga Berencana,2.08.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,82,%,Menurunnya tingkat kemiskinan,2.08.07.01,Penyediaan Jasa Komunikasi dan Informasi,Jumlah layanan komunikasi,379,Layanan,2.08.07.01.15,Perjalanan Dinas,Jumlah perjalanan dinas,138,Kali,6,Dana Transfer Khusus,5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.038,Lem Kertas,Lem stick 21gr,Buah,64,12004,0.5,384128,2024,Perubahan,1.1.01,Kas di Kas Daerah,02,Pengadaan Melalui Tender,Balai Desa,Dana Transfer,Prioritas daerah,Disetujui
12,Sumatera Utara,SAT-12-039,12.01,Kota Medan,12.01.23,Inspektorat Daerah,12.01.23.04,Bidang Evaluasi dan Pelaporan - Inspektorat Daerah,2,Urusan Wajib Non Pelayanan Dasar,15,Perhubungan,2.09.11,Program Peningkatan Mutu Pendidikan,Rata-rata lama sekolah,51,Tahun,Meningkatnya akses dan mutu pendidikan,2.09.11.03,Pemeliharaan Sarana dan Prasarana,Jumlah sarana terpelihara,435,Unit,2.09.11.03.04,Pemeliharaan Kendaraan Dinas,Jumlah kendaraan terpelihara,156,Unit,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.1,Belanja Operasi,5.1.02,Belanja Barang dan Jasa,5.1.02.01,Belanja Bahan Pakai Habis,SH.047,Sabun Cuci Tangan,Sabun cair 500ml,Botol,427,22398,1.1,10520340,2023,Murni,5.1.02,Rekening Belanja Barang,03,Penunjukan Langsung,Kantor SKPD,Dana Transfer,Perlu koordinasi lintas SKPD,Selesai
33,Jawa Tengah,SAT-33-005,33.04,Kabupaten Magelang,33.04.15,Dinas Kepemudaan dan Olahraga,33.04.15.04,Bidang Evaluasi dan Pelaporan - Dinas Kepemudaan dan Olahraga,2,Urusan Wajib Non Pelayanan Dasar,10,Pertanahan,2.04.06,Program Pengelolaan Lingkungan Hidup,Indeks Kualitas Lingkungan Hidup,66,Poin,Meningkatnya kualitas lingkungan hidup,2.04.06.04,Peningkatan Kapasitas Aparatur,Jumlah aparatur yang ditingkatkan,148,Orang,2.04.06.04.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,136,Eksemplar,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.2,Belanja Modal,5.2.01,Belanja Modal Tanah,5.1.02.06,Belanja Cetak dan Penggandaan,SH.028,Buku Pelajaran,Per eksemplar,Eksemplar,413,126000,1.15,59843699,2023,Murni,1.1.01,Kas di Kas Daerah,03,Penunjukan Langsung,Kantor Kecamatan,APBD Perubahan,Prioritas daerah,Selesai
33,Jawa Tengah,SAT-33-012,33.01,Kota Semarang,33.01.04,Dinas Perumahan dan Kawasan Permukiman,33.01.04.03,Bidang Pelaksanaan - Dinas Perumahan dan Kawasan Permukiman,2,Urusan Wajib Non Pelayanan Dasar,11,Lingkungan Hidup,2.05.02,Program Peningkatan Kualitas Pelayanan Publik,Indeks Kepuasan Masyarakat,88,Poin,Meningkatnya kualitas pelayanan publik,2.05.02.05,Penyusunan Dokumen Perencanaan,Jumlah dokumen,400,Dokumen,2.05.02.05.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,35,Eksemplar,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.023,Aspal Hotmix,Per ton,Ton,337,1439000,1.0,484943000,2023,Murni,1.1.02,Kas di Bendahara Pengeluaran,04,E-Purchasing,Balai Desa,Dana Transfer,,Revisi
31,DKI Jakarta,SAT-31-017,31.03,Kota Jakarta Barat,31.03.09,Dinas Pemberdayaan Masyarakat dan Desa,31.03.09.04,Bidang Evaluasi dan Pelaporan - Dinas Pemberdayaan Masyarakat dan Desa,4,Urusan Pemerintahan Umum,22,Keuangan,4.02.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,83,%,Menurunnya tingkat kemiskinan,4.02.07.08,Pembangunan dan Rehabilitasi Gedung,Luas bangunan,124,M2,4.02.07.08.09,Pembayaran Utilitas Kantor,Jumlah bulan layanan,110,Bulan,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.02,Belanja Barang dan Jasa,5.1.02.05,Belanja Perawatan Kendaraan,SH.034,Amplop Surat,Amplop putih ukuran folio,Lembar,165,526,2.0,173580,2022,Perubahan,5.1.01,Rekening Belanja Pegawai,04,E-Purchasing,Kantor Kecamatan,Dana Transfer,Sesuai RPJMD,Proses Verifikasi
36,Banten,SAT-36-007,36.01,Kota Tangerang,36.01.04,Dinas Perumahan dan Kawasan Permukiman,36.01.04.05,UPT Wilayah I - Dinas Perumahan dan Kawasan Permukiman,3,Urusan Pilihan,18,Pariwisata,3.02.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,61,Predikat,Meningkatnya akuntabilitas kinerja,3.02.08.15,Pengawasan dan Pengendalian,Jumlah objek pengawasan,271,Objek,3.02.08.15.01,Penyediaan Gaji dan Tunjangan ASN,Jumlah ASN terbayar,34,Orang,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.01,Belanja Modal Tanah,5.1.02.06,Belanja Cetak dan Penggandaan,SH.014,Makan Siang Rapat,Nasi kotak,Kotak,30,39000,1.1,1287000,2024,Murni,1.1.02,Kas di Bendahara Pengeluaran,03,Penunjukan Langsung,Aula Kantor Bupati/Walikota,Dana Transfer,,Disetujui
12,Sumatera Utara,SAT-12-021,12.01,Kota Medan,12.01.03,Dinas Pekerjaan Umum dan Penataan Ruang,12.01.03.06,UPT Wilayah II - Dinas Pekerjaan Umum dan Penataan Ruang,1,Urusan Wajib Pelayanan Dasar,02,Kesehatan,1.02.08,Program Peningkatan Tata Kelola Pemerintahan,Nilai SAKIP,94,Predikat,Meningkatnya akuntabilitas kinerja,1.02.08.11,Pelayanan Administrasi Umum,Jumlah layanan administrasi,252,Layanan,1.02.08.11.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,77,Eksemplar,7,Bantuan Keuangan Provinsi,5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.03,Belanja Bunga,5.1.01.01,Gaji Pokok PNS,SH.014,Makan Siang Rapat,Nasi kotak,Kotak,10,50000,1.1,550000,2024,Perubahan,1.1.01,Kas di Kas Daerah,04,E-Purchasing,Aula Kantor Bupati/Walikota,APBD Perubahan,Lanjutan tahun sebelumnya,Disetujui
33,Jawa Tengah,SAT-33-045,33.01,Kota Semarang,33.01.02,Dinas Kesehatan,33.01.02.01,Sekretariat - Dinas Kesehatan,2,Urusan Wajib Non Pelayanan Dasar,13,Pemberdayaan Masyarakat dan Desa,2.07.07,Program Penanggulangan Kemiskinan,Persentase penduduk miskin,82,%,Menurunnya tingkat kemiskinan,2.07.07.03,Pemeliharaan Sarana dan Prasarana,Jumlah sarana terpelihara,436,Unit,2.07.07.03.02,Pengadaan ATK dan Bahan Habis Pakai,Jumlah ATK tersedia,21,Paket,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.4,Belanja Transfer,5.2.02,Belanja Modal Peralatan dan Mesin,5.2.02.02,Belanja Modal Meubelair,SH.023,Aspal Hotmix,Per ton,Ton,242,1635000,2.0,791340000,2024,Perubahan,1.1.01,Kas di Kas Daerah,03,Penunjukan Langsung,Kantor Kecamatan,APBD Perubahan,Prioritas daerah,Selesai
31,DKI Jakarta,SAT-31-041,31.02,Kota Jakarta Utara,31.02.10,Dinas Pengendalian Penduduk dan Keluarga Berencana,31.02.10.04,Bidang Evaluasi dan Pelaporan - Dinas Pengendalian Penduduk dan Keluarga Berencana,2,Urusan Wajib Non Pelayanan Dasar,11,Lingkungan Hidup,2.05.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,63,%,Meningkatnya pemberdayaan masyarakat,2.05.09.03,Pemeliharaan Sarana dan Prasarana,Jumlah sarana terpelihara,441,Unit,2.05.09.03.01,Penyediaan Gaji dan Tunjangan ASN,Jumlah ASN terbayar,135,Orang,4,Dana Bagi Hasil (DBH),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.04,"Belanja Modal Jalan, Irigasi dan Jaringan",5.2.04.01,Belanja Modal Konstruksi Jalan,SH.015,Snack Rapat,Snack box,Kotak,166,29615,1.1,5407699,2025,Murni,1.1.01,Kas di Kas Daerah,04,E-Purchasing,Puskesmas,APBD Perubahan,,Disetujui
33,Jawa Tengah,SAT-33-036,33.02,Kabupaten Semarang,33.02.05,Badan Perencanaan Pembangunan Daerah,33.02.05.05,UPT Wilayah I - Badan Perencanaan Pembangunan Daerah,2,Urusan Wajib Non Pelayanan Dasar,15,Perhubungan,2.09.10,Program Peningkatan Kesehatan Masyarakat,Angka Harapan Hidup,89,Tahun,Meningkatnya derajat kesehatan masyarakat,2.09.10.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,135,Dataset,2.09.10.10.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,94,Unit,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.4,Belanja Transfer,5.2.05,Belanja Modal Aset Tetap Lainnya,5.1.01.03,Tunjangan Jabatan,SH.047,Sabun Cuci Tangan,Sabun cair 500ml,Botol,27,21417,0.5,289129,2023,Murni,1.1.02,Kas di Bendahara Pengeluaran,05,Swakelola,Aula Kantor Bupati/Walikota,APBD Murni,Lanjutan tahun sebelumnya,Revisi
32,Jawa Barat,SAT-32-032,32.01,Kota Bandung,32.01.19,Dinas Perdagangan dan Perindustrian,32.01.19.05,UPT Wilayah I - Dinas Perdagangan dan Perindustrian,1,Urusan Wajib Pelayanan Dasar,01,Pendidikan,1.01.01,Program Penunjang Urusan Pemerintahan Daerah,Persentase pemenuhan penunjang urusan,95,%,Meningkatnya kinerja penunjang urusan pemerintahan,1.01.01.09,Pembangunan Jalan dan Jembatan,Panjang jalan terbangun,248,Km,1.01.01.09.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,114,Unit,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.4,Belanja Transfer,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.032,Pensil 2B,Pensil kayu standar,Buah,482,2984,1.15,1654031,2022,Murni,5.2.01,Rekening Belanja Modal,05,Swakelola,Ruang Rapat Utama,APBD Perubahan,Sesuai RPJMD,Disetujui
34,DI Yogyakarta,SAT-34-011,34.01,Kota Yogyakarta,34.01.25,Sekretariat DPRD,34.01.25.05,UPT Wilayah I - Sekretariat DPRD,2,Urusan Wajib Non Pelayanan Dasar,14,Pengendalian Penduduk dan Keluarga Berencana,2.08.06,Program Pengelolaan Lingkungan Hidup,Indeks Kualitas Lingkungan Hidup,94,Poin,Meningkatnya kualitas lingkungan hidup,2.08.06.02,Penyediaan Barang dan Jasa Perkantoran,Jumlah barang/jasa tersedia,340,Paket,2.08.06.02.07,Penyediaan Jasa Kebersihan,Luas area terlayani,62,M2,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.04,Belanja Subsidi,5.1.01.02,Tunjangan Keluarga,SH.005,Printer Laser,Monochrome A4,Unit,419,3488000,1.1,1607619200,2024,Murni,5.2.01,Rekening Belanja Modal,04,E-Purchasing,Kantor SKPD,Hibah,,Selesai
32,Jawa Barat,SAT-32-046,32.01,Kota Bandung,32.01.17,Dinas Perpustakaan dan Kearsipan,32.01.17.04,Bidang Evaluasi dan Pelaporan - Dinas Perpustakaan dan Kearsipan,1,Urusan Wajib Pelayanan Dasar,05,Ketenteraman dan Ketertiban Umum,1.05.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,52,%,Meningkatnya pemberdayaan masyarakat,1.05.09.05,Penyusunan Dokumen Perencanaan,Jumlah dokumen,432,Dokumen,1.05.09.05.03,Pengadaan Peralatan dan Mesin,Jumlah peralatan,92,Unit,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.1,Belanja Operasi,5.1.02,Belanja Barang dan Jasa,5.1.02.02,Belanja Bahan/Material,SH.023,Aspal Hotmix,Per ton,Ton,178,1239000,1.0,220542000,2022,Murni,1.1.02,Kas di Bendahara Pengeluaran,03,Penunjukan Langsung,Aula Kantor Bupati/Walikota,APBD Murni,,Disetujui
33,Jawa Tengah,SAT-33-030,33.01,Kota Semarang,33.01.03,Dinas Pekerjaan Umum dan Penataan Ruang,33.01.03.03,Bidang Pelaksanaan - Dinas Pekerjaan Umum dan Penataan Ruang,3,Urusan Pilihan,20,Perindustrian,3.04.02,Program Peningkatan Kualitas Pelayanan Publik,Indeks Kepuasan Masyarakat,63,Poin,Meningkatnya kualitas pelayanan publik,3.04.02.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,468,Dataset,3.04.02.10.10,Pelaksanaan Survei dan Pendataan,Jumlah responden,51,Orang,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.02,Belanja Barang dan Jasa,5.1.02.09,Belanja Pakaian Dinas,SH.019,Jasa Kebersihan Kantor,Per bulan,Bulan,106,3316000,0.5,175748000,2023,Perubahan,5.1.02,Rekening Belanja Barang,02,Pengadaan Melalui Tender,Kantor Kelurahan,Dana Transfer,Lanjutan tahun sebelumnya,Disetujui
31,DKI Jakarta,SAT-31-007,31.02,Kota Jakarta Utara,31.02.11,"Dinas Sosial, Pengendalian Penduduk",31.02.11.03,"Bidang Pelaksanaan - Dinas Sosial, Pengendalian Penduduk",1,Urusan Wajib Pelayanan Dasar,04,Perumahan Rakyat dan Kawasan Permukiman,1.04.04,Program Peningkatan Sumber Daya Manusia,Indeks Pembangunan Manusia,65,Poin,Meningkatnya kualitas SDM,1.04.04.15,Pengawasan dan Pengendalian,Jumlah objek pengawasan,453,Objek,1.04.04.15.08,Penyediaan Jasa Keamanan,Jumlah petugas keamanan,30,Orang,6,Dana Transfer Khusus,5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.048,Pembersih Lantai,Cairan pel 1 liter,Botol,229,37390,1.0,8562310,2024,Murni,5.1.02,Rekening Belanja Barang,01,Pembelian Langsung,Aula Kantor Bupati/Walikota,APBD Murni,Menunggu DAK,Selesai
32,Jawa Barat,SAT-32-032,32.03,Kota Bogor,32.03.16,Dinas Kebudayaan dan Pariwisata,32.03.16.04,Bidang Evaluasi dan Pelaporan - Dinas Kebudayaan dan Pariwisata,2,Urusan Wajib Non Pelayanan Dasar,16,Komunikasi dan Informatika,2.10.11,Program Peningkatan Mutu Pendidikan,Rata-rata lama sekolah,52,Tahun,Meningkatnya akses dan mutu pendidikan,2.10.11.01,Penyediaan Jasa Komunikasi dan Informasi,Jumlah layanan komunikasi,213,Layanan,2.10.11.01.06,Penyusunan Laporan Kinerja,Jumlah laporan,102,Dokumen,6,Dana Transfer Khusus,5,Belanja Daerah,5.2,Belanja Modal,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.031,Pulpen,Pulpen hitam standar,Buah,495,3275,1.0,1621125,2022,Perubahan,5.2.01,Rekening Belanja Modal,03,Penunjukan Langsung,Balai Desa,APBD Murni,,Disetujui
32,Jawa Barat,SAT-32-020,32.02,Kabupaten Bandung,32.02.10,Dinas Pengendalian Penduduk dan Keluarga Berencana,32.02.10.03,Bidang Pelaksanaan - Dinas Pengendalian Penduduk dan Keluarga Berencana,3,Urusan Pilihan,18,Pariwisata,3.02.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,73,%,Meningkatnya pemberdayaan masyarakat,3.02.09.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,383,Dataset,3.02.09.10.02,Pengadaan ATK dan Bahan Habis Pakai,Jumlah ATK tersedia,102,Paket,8,Sisa Lebih Perhitungan Anggaran (SiLPA),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.03,Belanja Bunga,5.1.02.05,Belanja Perawatan Kendaraan,SH.007,Kursi Kerja Pejabat,Ergonomis dengan roda,Unit,155,1826000,1.0,283030000,2024,Murni,5.2.01,Rekening Belanja Modal,03,Penunjukan Langsung,Sekolah,Dana Transfer,,Selesai
12,Sumatera Utara,SAT-12-038,12.01,Kota Medan,12.01.02,Dinas Kesehatan,12.01.02.03,Bidang Pelaksanaan - Dinas Kesehatan,1,Urusan Wajib Pelayanan Dasar,06,Sosial,1.06.04,Program Peningkatan Sumber Daya Manusia,Indeks Pembangunan Manusia,72,Poin,Meningkatnya kualitas SDM,1.06.04.06,Pelaksanaan Monitoring dan Evaluasi,Jumlah kegiatan monev,399,Kegiatan,1.06.04.06.06,Penyusunan Laporan Kinerja,Jumlah laporan,163,Dokumen,3,Pendapatan Asli Daerah (PAD),5,Belanja Daerah,5.4,Belanja Transfer,5.2.03,Belanja Modal Gedung dan Bangunan,5.2.03.01,Belanja Modal Konstruksi Gedung,SH.050,Hand Sanitizer,Hand sanitizer 500ml,Botol,115,46000,1.0,5290000,2024,Murni,5.1.01,Rekening Belanja Pegawai,05,Swakelola,Kantor SKPD,Dana Transfer,Lanjutan tahun sebelumnya,Disetujui
35,Jawa Timur,SAT-35-002,35.02,Kabupaten Sidoarjo,35.02.25,Sekretariat DPRD,35.02.25.02,Bidang Perencanaan - Sekretariat DPRD,3,Urusan Pilihan,18,Pariwisata,3.02.12,Program Pengelolaan Keuangan Daerah,Opini BPK,67,Predikat,Meningkatnya pengelolaan keuangan daerah,3.02.12.01,Penyediaan Jasa Komunikasi dan Informasi,Jumlah layanan komunikasi,237,Layanan,3.02.12.01.12,Pengadaan Komputer dan Jaringan,Jumlah unit komputer,163,Unit,6,Dana Transfer Khusus,5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.01,Belanja Pegawai,5.1.01.02,Tunjangan Keluarga,SH.037,Staples,Staples No.10 isi 1000,Kotak,257,7324,1.1,2070494,2022,Murni,5.2.01,Rekening Belanja Modal,02,Pengadaan Melalui Tender,Kantor SKPD,APBD Murni,,Disetujui
31,DKI Jakarta,SAT-31-026,31.03,Kota Jakarta Barat,31.03.04,Dinas Perumahan dan Kawasan Permukiman,31.03.04.06,UPT Wilayah II - Dinas Perumahan dan Kawasan Permukiman,1,Urusan Wajib Pelayanan Dasar,03,Pekerjaan Umum dan Penataan Ruang,1.03.12,Program Pengelolaan Keuangan Daerah,Opini BPK,77,Predikat,Meningkatnya pengelolaan keuangan daerah,1.03.12.12,Koordinasi dan Sinkronisasi Program,Jumlah rapat koordinasi,81,Kali,1.03.12.12.06,Penyusunan Laporan Kinerja,Jumlah laporan,30,Dokumen,2,Dana Alokasi Khusus (DAK),5,Belanja Daerah,5.4,Belanja Transfer,5.1.05,Belanja Hibah,5.1.02.03,Belanja Jasa Kantor,SH.042,Tali Rafia,Tali rafia 200 meter,Gulung,318,22646,1.0,7201428,2024,Perubahan,5.1.02,Rekening Belanja Barang,02,Pengadaan Melalui Tender,Lapangan Umum,Dana Transfer,,Revisi
35,Jawa Timur,SAT-35-022,35.01,Kota Surabaya,35.01.23,Inspektorat Daerah,35.01.23.04,Bidang Evaluasi dan Pelaporan - Inspektorat Daerah,2,Urusan Wajib Non Pelayanan Dasar,11,Lingkungan Hidup,2.05.02,Program Peningkatan Kualitas Pelayanan Publik,Indeks Kepuasan Masyarakat,99,Poin,Meningkatnya kualitas pelayanan publik,2.05.02.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,81,Dataset,2.05.02.10.14,Pelatihan Teknis Pegawai,Jumlah pegawai terlatih,141,Orang,6,Dana Transfer Khusus,5,Belanja Daerah,5.1,Belanja Operasi,5.1.06,Belanja Bantuan Sosial,5.1.02.07,Belanja Sewa,SH.010,Kendaraan Roda Empat,Minibus 2000cc,Unit,450,382706000,0.5,86108850000,2023,Murni,1.1.02,Kas di Bendahara Pengeluaran,05,Swakelola,Kantor Kelurahan,APBD Murni,Perlu koordinasi lintas SKPD,Disetujui
31,DKI Jakarta,SAT-31-032,31.02,Kota Jakarta Utara,31.02.11,"Dinas Sosial, Pengendalian Penduduk",31.02.11.05,"UPT Wilayah I - Dinas Sosial, Pengendalian Penduduk",1,Urusan Wajib Pelayanan Dasar,03,Pekerjaan Umum dan Penataan Ruang,1.03.09,Program Pemberdayaan Masyarakat,Persentase partisipasi masyarakat,57,%,Meningkatnya pemberdayaan masyarakat,1.03.09.10,Pengelolaan Data dan Informasi,Jumlah data terkelola,96,Dataset,1.03.09.10.11,Cetak dan Penggandaan Dokumen,Jumlah dokumen tercetak,191,Eksemplar,1,Dana Alokasi Umum (DAU),5,Belanja Daerah,5.3,Belanja Tidak Terduga,5.1.04,Belanja Subsidi,5.1.02.04,Belanja Premi Asuransi,SH.028,Buku Pelajaran,Per eksemplar,Eksemplar,331,59000,1.0,19529000,2023,Perubahan,1.1.01,Kas di Kas Daerah,05,Swakelola,Kantor Kelurahan,Dana Transfer,Menunggu DAK,Disetujui
